,,,,,,,,,,,,,,,,
,Address,Type,Non brand clicks (3mnt),Sessions (3mnth),Sessions (6mnth),# links (desc),# links (faq),SKUs,score (traffic averages),priority score,Status,Current Intro,Intro (NEW),LEN (new),BATCH,Status
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/toasters-and-kettles/4-slice-toasters,B3,101,101,325,0,0,10,40,40,200,"You’ll get a good deal when you buy Sunbeam four slice toasters online and in store from The Good Guys. Whether you want a white, stquicklyainless steel, black or red toaster, Sunbeam four slice toasters will give you perfectly toasted bread and enhance your kitchen design.","Toast more in less time with Sunbeam 4-slice toasters at The Good Guys, with wide slots, variable browning and handy reheat and defrost modes. Keep breakfasts moving with easy controls, high-lift levers and settings to help deliver consistent results.",251,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/canon/computers-tablets-and-gaming/printers-paper-and-ink,B2,42,162,325,0,0,30,39,39,200,You'll get a good deal when you buy Canon printer ink and paper online or in store from The Good Guys. Order now for print perfection that brings your memories to life.,"Print and scan with Canon printers and ink for crisp documents, vibrant photos and simple wireless setup at home. Shop Canon at The Good Guys for all-in-one models and MegaTank options that help manage running costs, page yields and photo printing too.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/mixers-and-food-processors/blenders,B3,166,133,319,0,0,3,51,51,200,"You’ll get a good deal when you buy Sunbeam blenders online and in store from The Good Guys. Sunbeam blenders allow you to make silky smooth soup, fresh juices and a variety of ice based delights at the touch of a button – smoothies, frapes, thick shakes, mocktails and cocktails – it’s so easy to be creative in the kitchen when you have a Sunbeam blender.","Blend smoothies and frozen drinks with Sunbeam blenders for everyday mixing, crushing ice and quick meal prep daily. Shop Sunbeam at The Good Guys for jug sizes, pulse settings, durable blades and easy-clean parts for soups, shakes and sauces at home.",251,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/mixers-and-food-processors/food-processors,B3,151,137,319,0,0,2,50,50,200,"You’ll get a good deal when you buy Sunbeam food processors online and in store from The Good Guys. Sunbeam food processors are stylish, durable and easy to use so you can conveniently slice, julienne, chop, grate, shred and puree a variety of vegetables and fruits. Some models come with a dough hook, so no more manually kneading cookie dough.","Prep ingredients faster with Sunbeam food processors for chopping, slicing and grating with consistent power and easy handling. Find Sunbeam at The Good Guys for multiple bowl sizes, sharp blades and attachments that speed up salads.",233,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/beats/audio/headphones,B2,76,125,306,0,0,1,38,38,200,"Buy Beats headphones online or in store at The Good Guys. You’ll get a good deal on Beats over-ear and wireless headphones in a variety of colours. Specifically designed for life on the go, Beats headphones combine durable materials and ergonomic design for your optimum sound experience.","Power your playlists with Beats Headphones at The Good Guys, offering immersive sound, bold bass and sleek over‑ear comfort. Stay connected with wireless listening, fast pairing and durable designs made for commuting, workouts and long listening sessions.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/dishwashers/freestanding-dishwashers,B3,49,121,306,0,0,11,35,35,200,"You’ll get a good deal when you buy Bosch freestanding dishwashers online or in store from The Good Guys. Choose from a range of finishes – white and stainless steel – to match with your kitchen design and colour palette. Fitted with many innovative features, Bosch freestanding dishwashers are invented for life.","Cut sink time with Bosch freestanding dishwashers using quiet wash cycles and flexible racks to handle plates, pans and glassware. Discover the Bosch dishwasher range at The Good Guys with eco programs, cutlery trays and full size or compact models.",249,Batch 1,Briefed for bulk upload
301,https://www.thegoodguys.com.au/kelvinator/heating-and-cooling/air-conditioners/window-wall,B3,95,117,299,0,0,5,40,40,200,"You’ll get a good deal when you buy a Kelvinator air conditioner online or in store from The Good Guys, helping you to stay cool and sleep soundly this summer.","Cool or heat compact spaces with Kelvinator window wall air conditioners offering strong airflow, multiple kW sizes and reverse cycle options. Find Kelvinator window wall units at The Good Guys for straightforward installation and reliable comfort.",248,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/bissell/vacuums-and-cleaners/vacuum-cleaners/stick-vacuums,B3,115,77,286,0,0,3,37,37,200,"You’ll get a good deal when you buy Bissell stick vacuums online or in store from The Good Guys. The Good Guys’ range of lightweight vacuum cleaners includes stick vacuums and handheld dustbusters with cordless options – inventive solutions from the experts in home cleaning, making vacuuming quicker and easier.","Tackle pet hair and everyday mess with Bissell Stick Vacuums from The Good Guys, combining strong suction and cordless freedom. Stay flexible with lightweight designs and versatile tools that simplify cleaning across carpets, hard floors, and furniture.",253,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/rinnai/heating-and-cooling/air-conditioners,B2,84,129,286,0,0,5,39,39,200,Buy a Rinnai air conditioner in Australia online or in store from The Good Guys. You’ll get a good deal on Rinnai portable air conditioners and split systems so you can keep your home cool when it’s hot outside.,"Stay cool with Rinnai air conditioners offering efficient cooling, adjustable airflow and quiet performance for daily comfort. Find Rinnai portable and split system options at The Good Guys with settings and sizes for bedrooms, living areas and home offices.",258,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/vs-sassoon/health-and-grooming/hair-styling/hair-straighteners-and-curlers,B3,61,150,279,0,0,11,38,38,200,"You’ll get a good deal when you buy VS Sassoon hair straighteners and VS Sassoon curlers online or in store from The Good Guys. With VS Sassoon curling irons, a VS Sassoon hair straightener, VS Sassoon secret curler or VS Sassoon curl secret, every day can be a good hair day.","Create sleek styles and curls with VS Sassoon straighteners and curlers offering fast heat-up, ceramic barrels and adjustable temperatures. Find VS Sassoon at The Good Guys for tools that shape waves, curls and smooth finishes with easy control.",245,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/beurer/health-and-grooming/personal-care/bathroom-scales,B3,72,125,272,0,0,6,36,36,200,Buy Beurer scales in Australia online or in store from The Good Guys. You’ll get a good deal on stylish Beurer scales so you can monitor your weight at home and work towards your health goals.,"Track your progress with Beurer Bathroom Scales from The Good Guys, offering precise digital readings and sleek glass designs. Stay focused on health goals with options including body composition analysis and Bluetooth connectivity for easy monitoring.",252,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/wahl/health-and-grooming/grooming/hair-clippers,B3,55,93,272,0,0,13,31,31,200,"Buy a Wahl trimmer and Wahl clippers in Australia online or in store from The Good Guys. You’ll get a good deal on a Wahl beard trimmer, Wahl hair clippers, and Wahl hair grooming kits so you can trim and style your hair at home.","Get clean, even cuts with Wahl hair clippers with sharp blades, adjustable lengths and cordless options for home grooming. Explore Wahl at The Good Guys for kits with guide combs, taper levers and easy-clean designs for fades, trims and touch-ups at home.",255,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/philips/audio/home-audio/clock-radios,B3,99,133,266,0,0,2,40,40,200,You’ll get a good deal when you buy a Philips portable CD player or pocket radio online or in store from The Good Guys.,"Wake up on time with Philips clock radios offering clear displays, dual alarms, and handy USB charging for bedside convenience. Find compact designs and simple controls at The Good Guys to keep your mornings organised and your schedule running smoothly.",253,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/dimplex/heating-and-cooling/heaters,B2,40,44,266,0,0,13,23,23,200,"Buy Dimplex heaters and electric blankets online or in store from The Good Guys. You’ll get a good deal on a quality Dimplex column heater, radiator heater, flame effect heater or warming electric blanket at The Good Guys. Dimplex heaters are designed to keep you and your home cosy warm in winter.","Stay warm with Dimplex heaters and electric blankets designed for fast heat, adjustable settings and quiet operation. Shop Dimplex at The Good Guys for panel and ceramic heaters plus cosy blankets that suit bedrooms, lounges and winter nights.",243,Batch 1,Briefed for bulk upload
200,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/grills-and-sandwich-presses/grills,B3,122,158,259,0,0,1,45,45,200,"You’ll get a good deal when you buy Sunbeam grills online and in store from The Good Guys. Sunbeam grills are so versatile, giving you delicious big breakfasts, fun snacks, amazing dinners and more.","Cook quick meals with Sunbeam grills offering fast heating, roomy plates and adjustable settings for searing and toasting. Shop Sunbeam grills at The Good Guys for easy-clean surfaces, sturdy builds and versatile cooking for toasties, meats and veg.",249,Batch 1,Briefed for bulk upload
