batch,url,page_type,priority,copy,chars,Flag
Batch 4,https://www.thegoodguys.com.au/sony/televisions/all-tvs/tvs-55-inch-to-64-inch,B3,2,"Upgrade movie nights with Sony 55 Inch to 64 Inch TVs from The Good Guys, offering 4K Ultra HD detail, OLED and Mini LED screens, and smart Google TV streaming. Stay immersed with vivid colour, smooth motion and energy-efficient.",229,clone:first5_words_x2
Batch 4,https://www.thegoodguys.com.au/miele/cooking-and-dishwashers/rangehoods/undermount-rangehoods,B3,2,"Tuck extraction neatly in your kitchen with Miele undermount rangehoods from The Good Guys, designed for discreet installation, powerful extraction and quieter operation. Reduce smoke, steam and odours with efficient 70cm and 90cm options.",239,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/tcl/televisions/all-tvs/tvs-65-inch-to-74-inch,B3,2,"Stay immersed in blockbuster detail with TCL 65–74 Inch TVs from The Good Guys, combining 4K Ultra HD clarity and QLED or Mini LED brightness. Save time with built-in Google TV, smart streaming access, and energy-efficient models that.",235,clone:first5_words_x3
Batch 4,https://www.thegoodguys.com.au/dell/computers-tablets-and-gaming,B1,2,"Power your productivity with Dell computers and tablets offering fast processors, sharp displays, and ample storage. Discover laptops, desktops, monitors and accessories at The Good Guys to support work, study, and entertainment.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sony/audio/home-audio,B2,2,"Stay immersed in rich, room-filling sound with Sony home audio, delivering powerful soundbars, theatre systems and Bluetooth turntables. Explore smart connectivity, Dolby Atmos and space-saving designs at The Good Guys for a tailored listening setup.",250,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/solt/laundry/washing-machines/front-load-washing-machines,B3,2,"Care for garments with Solt front load washing machines from The Good Guys, offering efficient cycles, gentle drum care, and water-saving performance. Save time with smart wash programs and capacities suited to everyday household laundry.",238,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/dyson/vacuums-and-cleaners/carpet-cleaners-and-steam-mops,B2,2,"Keep floors spotless with Dyson hard floor cleaners from The Good Guys, combining powerful suction and wet cleaning for fast, thorough results. Tackle spills, dust and grime on sealed hard surfaces with cordless operation, advanced.",232,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/solt/laundry/dryers/heat-pump-dryers,B3,2,"Save time with Solt heat pump dryers from The Good Guys, offering efficient drying, sensor control and multiple programs. Reduce energy use while caring for everyday fabrics with generous 8kg capacities suited to family laundry loads.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/jbl/audio/portable-audio,B2,2,"Stay connected with JBL portable speakers from The Good Guys, offering bold sound, deep bass, and wireless Bluetooth streaming indoors or out. Choose compact clip-on speakers or larger party models with long battery life, splash.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/belkin/computers-tablets-and-gaming/software-and-accessories,B2,2,"Connect devices with Belkin Computer Software & Accessories from The Good Guys, offering fast data transfer, stable audio, and clear video. Stay organised with durable cables and hubs in multiple lengths and colours for home, office,.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/lenovo/computers-tablets-and-gaming/monitors/computer-monitors,B3,1,"Boost productivity with Lenovo Computer Monitors & Screens from The Good Guys, offering sharp resolution, smooth refresh rates and versatile sizes. Stay comfortable with eye-care technology and adjustable stands tailored for work,.",231,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/aarke/small-kitchen-appliances,B1,1,"Stay refreshed with Aarke small kitchen appliances from The Good Guys, turning ordinary water into crisp sparkling drinks at home. Create custom carbonation levels with sleek carbonators and reusable bottles that help reduce plastic.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/nvidia/televisions/media-players/streaming-devices,B3,1,"Stream smarter with Nvidia streaming devices from The Good Guys, delivering smooth 4K entertainment, fast navigation and powerful gaming support. Access popular apps, optimise picture and sound, and simplify your home media setup.",230,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/fisher-and-paykel/cooking-and-dishwashers/microwaves/built-in-microwaves,B3,1,"Cook efficiently with Fisher & Paykel built-in microwaves offering combination cooking, compact designs and integrated styling. Discover precision heating, steam options and multiple capacities at The Good Guys for efficient meals.",231,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/vacuum-cleaners/handheld-vacuums,B3,1,"Clean surfaces quickly with Karcher handheld vacuums from The Good Guys, designed for spot cleaning, spill pick-ups and window care. Benefit from cordless operation, compact storage and specialised window vacs that leave glass clear.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/dyson/vacuums-and-cleaners/carpet-cleaners-and-steam-mops/hard-floor-cleaners,B3,1,"Protect your hard floors with Dyson hard floor cleaners from The Good Guys, designed for efficient washing and debris pickup in a single pass. Save time with cordless convenience, powerful suction, and versatile heads tailored.",227,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/solt/cooking-and-dishwashers/rangehoods/90cm-rangehoods,B3,1,"Clear the air while you cook with Solt 90cm rangehoods from The Good Guys, offering strong extraction and wide coverage. Choose from canopy, slide-out and undermount options in stainless steel or white to suit your kitchen layout.",230,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/tcl/fridges-and-freezers/refrigerators/top-mount-fridges,B3,1,"Keep food fresher with TCL top mount fridges offering flexible storage, adjustable shelving and humidity-controlled crispers. Explore space-saving capacities, reversible doors and energy-efficient cooling at The Good Guys for everyday.",235,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/karcher/vacuums-and-cleaners/vacuum-cleaners/car-cleaning-vacuums,B3,1,"Clean up windows and glass with Karcher Window Vacuums from The Good Guys, designed for streak-free results and quick drying. Save time with lightweight cordless designs, long battery life, and easy handling for effortless, efficient cleaning.",243,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/smeg/small-kitchen-appliances/drinks-and-water,B2,1,"Stay refreshed with Smeg soda makers and bottles that carbonate water on demand, reduce single-use plastics, and match your benchtop style. Explore compact capacities, colour options and coordinated accessories from The Good Guys.",230,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/westinghouse/laundry,B1,1,"Protect your clothing with Westinghouse laundry appliances offering large capacities, precise wash cycles, and energy-efficient drying. Discover front and top load washers, heat pump and vented dryers at The Good Guys to streamline.",232,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/apple/televisions/media-players,B2,1,"Stream smarter with Apple TV media players from The Good Guys, offering sharp 4K vision, smooth Wi-Fi and Ethernet streaming, and generous storage. Access movies, TV, music and apps in one compact hub for simple, responsive home entertainment.",243,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/braun/health-and-grooming/grooming/beard-and-body-trimmers,B3,1,"Shape your grooming routine with Braun Beard & Body Trimmers from The Good Guys, offering precise length control, durable blades, and wet & dry use. Save time with versatile tools designed for smooth body grooming and defined beards at home.",241,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/philips/cooking-and-dishwashers/sinks-and-taps,B2,1,"Stay refreshed with Philips Sinks & Taps offering filtered, chilled, ambient and hot water on demand for everyday convenience. Discover space-saving tap water stations and long-life filter cartridges at The Good Guys to reduce bottled.",235,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/pacifica/laundry,B1,1,"Streamline laundry day with Pacifica laundry storage and organisation from The Good Guys, including airers, hampers and baskets. Save space and protect garments with vacuum storage bags, dryer accessories and appliance mats designed.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/nextbase/phones-and-wearables/gps/dash-cams,B3,1,"Capture every drive with NEXTBASE dash cams from The Good Guys, offering crisp HD recording, wide-angle lenses, and smart safety alerts. Stay confident on the road with loop recording, parking modes, and expandable storage options.",231,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/la-germania/cooking-and-dishwashers/ovens/freestanding-ovens,B3,1,"Master every meal with La Germania freestanding ovens from The Good Guys, combining spacious 90cm capacity, precise gas, dual fuel or induction cooking, and multi-function ovens. Save time with fast heat-up, versatile cooktops.",227,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sennheiser/audio/headphones/noise-cancelling-headphones,B3,1,"Block out distractions with Sennheiser noise cancelling headphones from The Good Guys, combining crisp audio, adaptive noise control and all-day comfort. Stay focused with wireless freedom, long battery life and smart controls suited.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/apple/smart-home/smart-speaker,B2,1,"Stay connected with Apple Smart Speakers from The Good Guys, offering clear room-filling sound, Siri voice control, and seamless Apple HomeKit integration. Save time with easy multi-room audio, smart home automation, and compact.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/hoover/vacuums-and-cleaners/carpet-cleaners-and-steam-mops/hard-floor-cleaners,B3,1,"Keep floors spotless with Hoover hard floor cleaners from The Good Guys, designed for cordless convenience and thorough scrubbing. Tackle spills, stains, and everyday dirt on tiles and hard surfaces with efficient cleaning power.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/russell-hobbs/small-kitchen-appliances/mixers-and-food-processors,B2,1,"Speed through prep with Russell Hobbs mixers and food processors featuring sharp blades, variable speeds and simple controls for everyday use. Discover compact blenders and choppers at The Good Guys for fast smoothies and kitchen tasks.",236,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/sennheiser/audio/headphones/true-wireless-earbuds,B3,1,"Experience clear calls and detailed sound with Sennheiser true wireless earbuds offering noise control, secure fit, and long battery life. Explore compact charging cases and easy device pairing at The Good Guys for effortless listening on the go.",246,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/nebula/televisions/projectors,B2,1,"Stay entertained with NEBULA Projectors from The Good Guys, offering portable big-screen viewing for movies, sports and gaming. Access smart streaming, sharp visuals and flexible set-up options to create a compact home cinema indoors or outdoors.",246,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/one-for-all/televisions/wall-mounts-and-stands/tv-cabinets-and-stands,B3,1,"Maximise viewing comfort with One For All TV Cabinets & Stands offering adjustable heights, stable support, and cable management. Explore space-saving tripod and tabletop designs at The Good Guys to match different screen sizes and room layouts.",245,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sony/televisions/all-tvs/tvs-65-inch-to-74-inch,B3,1,"Stay immersed in vivid detail with Sony 65 Inch to 74 Inch TVs delivering 4K Ultra HD clarity, OLED, Mini LED and LED screens, plus Google TV smart control. Find energy-efficient, cinema-style viewing tailored to your space at The Good Guys.",241,clone:first5_words_x3
Batch 4,https://www.thegoodguys.com.au/sunbeam/health-and-grooming/personal-care/heating-pads,B3,1,"Soothe sore muscles with Sunbeam heating pads offering targeted warmth, adjustable heat settings, and soft, comfortable covers. Explore compact, XL, back, and neck options at The Good Guys for simple pain relief and everyday relaxation.",236,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/beurer/health-and-grooming/hair-styling/hair-dryers,B3,1,"Protect your hair with Beurer hair dryers that deliver consistent airflow, precise heat control, and quick drying. Explore compact designs and multiple settings at The Good Guys for easier styling and smoother daily grooming.",225,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/hisense/cooking-and-dishwashers/dishwashers/freestanding-dishwashers,B3,1,"Save time with Hisense freestanding dishwashers from The Good Guys, offering large place settings, multiple wash programs, and efficient water and energy ratings. Stay organised with flexible racks, quick cycles, and modern finishes.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/microsoft/computers-tablets-and-gaming/software-and-accessories/computer-docks-and-hubs,B3,1,"Connect seamlessly with Microsoft computer docks and hubs from The Good Guys, combining fast data transfer, multiple display support, and streamlined cable management. Save time with USB-C and USB4 docking solutions that power,.",228,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/mophie/phones-and-wearables/phone-accessories/phone-chargers-and-accessories,B3,1,"Mophie phone chargers use GaN technology for compact fast charging alongside Powerstation wireless power banks, braided USB-C cables and MagSafe wireless pads. Find Mophie at The Good Guys for wall, car and multi-port chargers and power banks.",243,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/tp-link/smart-home/home-security/video-doorbells,B3,1,"Protect your entryway with TP-Link video doorbells from The Good Guys, offering sharp 2K resolution, night vision, and motion alerts for confident monitoring. Stay connected with wireless or wired options, two-way talk, and smart app.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/loewe/audio/home-audio/home-theatre-systems,B3,1,"Transform movie nights with Loewe Home Theatre Systems from The Good Guys, delivering spacious surround sound, rich bass and elegant design. Stay immersed with multi-channel setups, powerful subwoofers and flexible speaker options.",231,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/laser/computers-tablets-and-gaming/software-and-accessories/keyboards-and-mice,B3,1,"Boost productivity with Laser keyboards and mice offering responsive controls, ergonomic shapes, and sharp DPI options. Discover wired and wireless combos at The Good Guys for office tasks and gaming that demand accurate input.",227,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/solt/laundry/washing-machines/small-washing-machines,B3,1,"Handle laundry gently with Solt small washing machines delivering compact sizing, gentle drum care and efficient spin speeds. Explore space-saving front and top load options at The Good Guys for quick cycles and tailored capacities.",232,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/acer/computers-tablets-and-gaming,B1,1,"Choose Acer computers and tablets for study, work and play, delivering fast processors, vivid displays and ample storage for home and campus. Discover laptops and gaming monitors at The Good Guys that balance performance and portability.",237,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/homedics/heating-and-cooling/heaters,B2,1,"Stay warm with Homedics heaters and heated throws that deliver fast, even warmth and adjustable heat settings. Explore energy-conscious options at The Good Guys designed for cosy comfort, simple controls and soft-touch materials.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/oliveri/cooking-and-dishwashers/sinks-and-taps/single-bowl-kitchen-sinks,B3,1,"Upgrade your kitchen with Oliveri Single Bowl Sinks from The Good Guys, offering durable stainless steel finishes, generous bowl capacity and modern colour options. Streamline food prep and cleaning with inset and undermount designs.",233,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/samsung/cooking-and-dishwashers/ovens/pyrolytic-ovens,B3,1,"Save time with Samsung pyrolytic ovens from The Good Guys, combining powerful heat, flexible cooking zones and precise controls. Simplify clean-up with self-cleaning pyrolytic technology while achieving consistent baking, roasting.",231,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/panzer-glass/phones-and-wearables/phone-accessories/phone-cases,B3,1,"Protect your phone with Panzer Glass cases and screen protection designed to resist scratches, shattering and everyday impact while keeping clarity and touch sensitivity. Shop The Good Guys for tailored protection across leading.",229,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/beurer/health-and-grooming/health-and-fitness/health-monitoring,B3,1,"Stay informed about your wellbeing with Beurer health monitoring devices from The Good Guys, offering accurate readings and simple controls. Track temperature and oxygen levels with digital thermometers and pulse oximeters designed.",232,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/irobot/vacuums-and-cleaners,B1,1,"Clean smarter with iRobot Vacuums & Cleaners, combining powerful suction, advanced navigation, and mop options to tackle daily dirt. Discover Roomba robots and accessories at The Good Guys for precise hard floor care, scheduled.",228,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/miele/cooking-and-dishwashers/rangehoods/canopy-rangehoods,B3,1,"Extract steam and odours with Miele canopy rangehoods delivering powerful extraction, quiet operation and precise airflow control. Discover wall-mounted and island designs at The Good Guys to manage steam, smoke and cooking odours.",231,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/kindle/computers-tablets-and-gaming,B1,1,"Kindle e-readers combine E Ink Paperwhite displays with adjustable warm light and weeks-long battery life across the Kindle, Paperwhite and Scribe lines. Shop the Kindle range at The Good Guys for waterproof Paperwhite and Scribe eReaders.",239,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/zagg/computers-tablets-and-gaming/ipad-and-tablets/ipad-accessories,B3,1,"Protect your iPad with ZAGG cases and screen protectors from The Good Guys, helping guard against scratches, drops and daily wear. Choose options for iPad Air, iPad Pro and more, with clear glass or folio designs that keep.",223,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/boost/phones-and-wearables,B1,1,"Stay connected with Boost phones and wearables offering straightforward setup, flexible prepaid options, and coverage on the Telstra network. Discover SIM kits and devices at The Good Guys to manage data, calls, and texts with clear.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/fetch-tv/televisions/media-players/streaming-devices,B3,1,"Stream smarter with FETCH TV streaming devices from The Good Guys, offering 4K clarity, easy app access and pause, record and rewind. Save time with compact designs and generous storage that keep your favourite shows, sports.",225,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/amazon/televisions/media-players/streaming-devices,B3,1,"Stream smarter with Amazon Streaming Devices from The Good Guys, bringing fast access to movies, TV and apps in crisp HD or 4K. Upgrade your TV with compact sticks and powerful cubes that add voice control, smooth navigation and wide.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/vogels/televisions/wall-mounts-and-stands/tv-cabinets-and-stands,B3,1,"Elevate your viewing with Vogels TV Cabinets & Stands from The Good Guys, designed for stability, style, and optimal screen height. Create a clean, modern setup with floor stands that support large TVs while maximising space and cable organisation.",248,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/homedics/health-and-grooming/health-and-fitness/health-monitoring,B3,1,"Support better rest with Homedics health monitoring from The Good Guys, offering sound spa devices that promote calmer sleep. Choose compact, portable options with flexible power sources to suit nurseries, travel, and everyday relaxation routines.",247,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/jbl/audio/home-audio/turntables,B3,1,"Stay connected to your music with JBL turntables that blend Bluetooth streaming, precise tracking, and low-vibration platters for smooth playback. Discover easy setup and stylish finishes at The Good Guys for a refined vinyl listening experience.",246,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/beurer/health-and-grooming/hair-styling,B2,1,"Style your hair with Beurer hair dryers and stylers from The Good Guys, designed for precise drying and versatile looks. Achieve smooth finishes, controlled airflow and heat settings that help protect hair while speeding up your daily routine.",243,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/conairman/health-and-grooming/grooming,B2,1,"Shape your style with ConairMan grooming tools from The Good Guys, designed for precise beard, body, and hair trimming. Achieve sharp lines, adjustable cutting lengths, and cordless convenience for efficient, at‑home grooming control.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/vax/vacuums-and-cleaners/vacuum-cleaners/bagless-vacuum-cleaners,B3,1,"Keep floors spotless with Vax bagless vacuums from The Good Guys, designed for strong suction and convenient dirt disposal. Tackle pet hair and everyday mess with powerful barrel models that simplify cleaning and reduce ongoing costs.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/technika/cooking-and-dishwashers/dishwashers/freestanding-dishwashers,B3,1,Save time with Technika freestanding dishwashers that handle everyday loads with multiple wash programs and efficient water use. Discover black stainless steel options at The Good Guys to match your kitchen while simplifying cleanup.,233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/ffalcon/televisions/all-tvs/tvs-55-inch-to-64-inch,B3,0,"Stay immersed with FFALCON 55 Inch to 64 Inch TVs from The Good Guys, offering sharp 4K Ultra HD detail, efficient 6-star energy ratings, and smooth LED clarity. Discover Google TV smart control, up to 4K upscaling, and streamlined.",232,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/ezymount/vacuums-and-cleaners,B1,0,"Organise your cleaning setup with Ezymount vacuum stands from The Good Guys, keeping Dyson stick vacuums upright and ready. Save space and streamline accessory storage with stable floor stands and extension mounts designed.",223,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/kindle/computers-tablets-and-gaming/ipad-and-tablets,B2,0,"Stay immersed in every story with Kindle eReaders from The Good Guys, offering crisp displays, adjustable lighting, and long battery life. Save space and carry thousands of books in lightweight designs with accessories that protect.",232,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sunbeam/small-kitchen-appliances/coffee-machines-and-beverages/drip-filter-coffee-machines,B3,0,"Start your morning right with Sunbeam drip filter coffee machines from The Good Guys, delivering consistent flavour and convenient brewing. Save time with 12-cup capacities, simple controls and practical designs suited to everyday coffee lovers.",245,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/laser/computers-tablets-and-gaming/software-and-accessories,B2,0,"Boost productivity with Laser computer software and accessories from The Good Guys, offering ergonomic mice, mechanical keyboards and wired headsets for responsive, accurate control. Stay organised and powered with wireless charging.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/oliveri/cooking-and-dishwashers/sinks-and-taps/double-bowl-kitchen-sinks,B3,0,"Maximise kitchen space with Oliveri Double Bowl Sinks from The Good Guys, offering generous capacity, durable finishes and undermount or inset installation. Streamline food prep with two-bowl layouts and flexible basin configurations.",234,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/logitech/computers-tablets-and-gaming/software-and-accessories/computer-accessories,B3,0,"Boost productivity with Logitech computer accessories offering precise mice, responsive keyboards and smooth mouse pads for work or gaming. Explore wireless, Bluetooth and corded options at The Good Guys to streamline your setup.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/asko/cooking-and-dishwashers/dishwashers/freestanding-dishwashers,B3,0,"Protect your dishes and glassware with ASKO freestanding dishwashers offering powerful wash systems, flexible loading and efficient water use. Discover space-smart 60cm designs at The Good Guys to handle everyday loads with targeted.",233,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/unilux/cooking-and-dishwashers/rangehoods,B2,0,"Breathe cleaner air with Unilux rangehood filters from The Good Guys, capturing grease and odours for fresher kitchens. Save time with easy-to-replace active carbon filters and multi-pack options that help maintain extraction.",226,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/microsoft/computers-tablets-and-gaming/software-and-accessories,B2,0,"Boost productivity with Microsoft computer software and accessories offering secure cloud storage, collaboration tools, and precise Surface keyboards and mice. Explore Office, Windows, and connectivity hubs at The Good Guys.",224,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/la-germania/cooking-and-dishwashers,B1,0,"Create precise cooking results with La Germania cooking & dishwashers from The Good Guys, combining gas, induction and dual fuel options. Save time with generous 90cm capacities and versatile upright cookers built for consistent heat.",234,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/evol/smart-home,B1,0,"Stay illuminated with HomeEvol smart home lighting from The Good Guys, offering motion sensors, night lights and rechargeable LED strips for efficient, low‑energy brightness. Create safer pathways, reduce power use and customise.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/sunbeam/heating-and-cooling,B1,0,"Sunbeam heating and cooling products span electric blankets with nine heat settings, heated throws with auto-shutoff and ceramic tower heaters with PTC elements. Find Sunbeam at The Good Guys for bedroom, living room and personal comfort models.",245,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/ezymount/televisions/wall-mounts-and-stands/tv-cabinets-and-stands,B3,0,"Support your screen with Ezymount TV cabinets and stands from The Good Guys, combining stable construction, smart cable management, and flexible viewing angles. Stay organised with designs that fit various TV sizes and weights.",227,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/ffalcon/televisions/all-tvs/tvs-75-inch-to-84-inch,B3,0,"Stay immersed with FFALCON 75 Inch to 84 Inch TVs from The Good Guys, bringing expansive 4K Ultra HD detail and smooth LED clarity to movies, sport and gaming. Maximise viewing impact with smart Google TV streaming and energy-efficient performance.",248,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/pacifica/laundry/laundry-organisation/stacking-and-venting-kits,B3,0,"Protect your laundry space with Pacifica stacking and venting kits from The Good Guys, designed for stable installation, reduced vibration, and tidy hose management. Save time with easy-fit mats, pads, and venting solutions that.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/pixbee/smart-home/connected-home,B2,0,"Improve sleep routines with Pixbee Connected Home lighting and smart alarm clocks that support gentle wake-ups and calming nights. Explore app control, voice assistant compatibility and kid-friendly nursery lights at The Good Guys.",231,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/zagg/phones-and-wearables/phone-accessories,B2,0,"Protect your phone with ZAGG mobile accessories offering impact-resistant cases, scratch-defending screen protectors, and MagSafe compatibility. Explore options for iPhone and Samsung at The Good Guys to keep your device secure,.",229,clone:first5_words_x3
Batch 4,https://www.thegoodguys.com.au/laura-ashley/small-kitchen-appliances,B1,0,"Stay stylish with Laura Ashley small kitchen appliances from The Good Guys, adding floral detail to daily tea and toast. Save time with matching kettles and toasters offering fast boiling, multiple slice options and easy controls.",230,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/fetch-tv/televisions,B1,0,"Stream more and stay entertained with FETCH TV Televisions offering simple access to live channels, apps and on-demand content. Discover compact boxes and UHD PVR options from The Good Guys for easy recording, 4K-ready viewing.",227,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/zagg/computers-tablets-and-gaming/ipad-and-tablets,B2,0,"Protect your tablet with ZAGG iPad and tablet accessories offering impact-resistant glass, scratch protection, and slim folio cases. Explore screen guards and covers at The Good Guys to keep displays clear, touch response precise,.",231,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/generation-earth/computers-tablets-and-gaming/software-and-accessories/computer-bags,B3,0,"Protect your tech with Generation Earth laptop and computer bags offering padded protection, recycled materials, and organised storage. Discover sleeves and briefcases at The Good Guys to help safeguard devices on the go while keeping.",235,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/electrolux/laundry/laundry-organisation/stacking-and-venting-kits,B3,0,"Save space with Electrolux stacking and venting kits offering secure washer-dryer placement and handy pull-out shelves for easy loading. Streamline your laundry layout with smart, sturdy solutions from The Good Guys designed.",225,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/samsung/televisions/all-tvs/tvs-45-inch-to-54-inch,B3,0,"Stay immersed in vivid detail with Samsung 45–54 inch TVs from The Good Guys, combining 4K Ultra HD clarity, OLED or LED panels, and Vision AI Smart TV. Upgrade movie nights and gaming with sharp resolution, efficient energy ratings,.",234,clone:first5_words_x3
Batch 4,https://www.thegoodguys.com.au/tcl/televisions/all-tvs/tvs-45-inch-to-54-inch,B3,0,"Watch every scene clearly with TCL 45–54 inch TVs from The Good Guys, offering sharp 4K Ultra HD resolution and smart Google TV. Upgrade movie nights with QLED and Mini LED options for bright images, smooth motion and vivid colour.",231,fixed:2026-03-19
Batch 4,https://www.thegoodguys.com.au/epson/computers-tablets-and-gaming,B1,0,"Power through documents with Epson computers and tablets offering sharp output, wireless connectivity and efficient performance. Find printers, scanners and ink solutions at The Good Guys to support home offices and study spaces.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/nordic/heating-and-cooling,B1,0,"Stay cool with Nordic heating and cooling from The Good Guys, offering portable fans, pedestal fans, and desk fans for targeted airflow. Save time with compact designs, adjustable speeds, and efficient heaters to keep every room.",229,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/braun/small-kitchen-appliances,B1,0,"Save time with Braun small kitchen appliances from The Good Guys, built for fast prep, smooth blending and precise control. Power through sauces, soups and smoothies with compact stick mixers offering variable speeds, sharp blades.",231,entity:no_named_tech_in_S1
